,aboue_3u,aboue_3v,about_3u,about_3v,although_5u,although_5v,belieue_5u,belieue_5v,but_1u,but_1v,cause_2u,cause_2v,causes_2u,causes_2v,colour_4u,colour_4v,could_2u,could_2v,course_2u,course_2v,court_2u,court_2v,cure_1u,cure_1v,cut_1u,cut_1v,deliuered_4u,deliuered_4v,diuers_2u,diuers_2v,duke_1u,duke_1v,euen_1u,euen_1v,euer_1u,euer_1v,euery_1u,euery_1v,fauour_2u,fauour_2v,fiue_2u,fiue_2v,full_1u,full_1v,further_1u,further_1v,gaue_2u,gaue_2v,giue_2u,giue_2v,giuen_2u,giuen_2v,gouernment_2u,gouernment_2v,ground_3u,ground_3v,haue_2u,haue_2v,hauing_2u,hauing_2v,heauen_3u,heauen_3v,honour_4u,honour_4v,humble_1u,humble_1v,leaue_3u,leaue_3v,leaues_3u,leaues_3v,liue_2u,liue_2v,loue_2u,loue_2v,much_1u,much_1v,must_1u,must_1v,nature_3u,nature_3v,neuer_2u,neuer_2v,ouer_1u,ouer_1v,our_1u,our_1v,oure_1u,oure_1v,out_1u,out_1v,pound_2u,pound_2v,proue_3u,proue_3v,purpose_1u,purpose_1v,put_1u,put_1v,receiue_5u,receiue_5v,receiued_5u,receiued_5v,saue_2u,saue_2v,selues_3u,selues_3v,seruant_3u,seruant_3v,serue_3u,serue_3v,seruice_3u,seruice_3v,seueral_2u,seueral_2v,soule_2u,soule_2v,suche_1u,suche_1v,sum_1u,sum_1v,sure_1u,sure_1v,themselues_7u,themselues_7v,though_3u,though_3v,thought_3u,thought_3v,thus_2u,thus_2v,trouble_3u,trouble_3v,true_2u,true_2v,truly_2u,truly_2v,trust_2u,trust_2v,uertue_0u,uertue_0v,uery_0u,uery_0v,under_0u,under_0v,understand_0u,understand_0v,unto_0u,unto_0v,up_0u,up_0v,upon_0u,upon_0v,uppon_0u,uppon_0v,us_0u,us_0v,use_0u,use_0v,used_0u,used_0v,ut_0u,ut_0v,vertue_4u,vertue_4v,without_5u,without_5v,would_2u,would_2v,young_2u,young_2v,your_2u,your_2v,youre_2u,youre_2v,yours_2u,yours_2v
1455,0,0,0,0,0,0,0,0,8,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,4,0,4,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,5,0,1,0,5,1,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,18,0,0,0
1456,0,0,1,0,0,0,0,0,57,0,10,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,0,0,1,3,0,1,0,2,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,83,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,1,21,0,1,0,3,0,0,0,0,1,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2,0,13,0,8,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,9,0,0,0,0,0,0,1,0,2,0,7,2,2,2,4,0,12,6,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,70,0,14,0,0,0
1457,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
1458,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,5,1,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,3,0,9,0,0,1,0,0,4,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,31,0,1,0,0,0
1459,0,0,0,0,0,0,0,0,17,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,4,0,0,1,0,3,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,2,0,2,3,6,0,3,0,2,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,21,0,0,0
1460,0,0,0,0,0,0,0,0,54,0,9,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,4,0,1,1,7,3,2,1,2,1,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,93,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,5,1,0,0,4,0,6,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,1,0,5,0,0,0,5,0,5,1,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,1,0,12,0,0,0,0,1,0,1,0,2,0,16,1,5,0,2,0,4,0,5,0,1,0,0,0,1,0,0,0,0,2,0,0,0,70,0,27,0,0,0
1461,0,0,0,0,0,0,0,0,100,0,8,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,2,4,1,6,0,4,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,2,0,190,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0,0,4,0,0,0,6,2,2,2,7,0,3,0,10,0,0,0,1,1,2,0,14,0,0,0,0,0,5,1,0,0,0,2,2,0,5,1,0,0,0,0,16,0,9,0,2,0,0,0,3,0,4,0,5,0,2,0,0,0,4,0,4,0,0,0,0,1,0,2,0,3,4,26,0,18,1,8,0,10,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,113,0,15,0,3,0
1462,0,2,0,0,0,0,0,0,65,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,77,35,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,4,3,0,1,3,0,0,0,5,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,15,0,3,0,1,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,18,3,2,7,5,2,1,2,7,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,64,0,32,0,0,0
1463,0,0,0,0,0,0,0,0,17,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,5,0,0,3,5,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,49,0,1,0,0,0
1464,0,0,0,0,0,0,0,0,33,0,3,0,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,2,0,2,0,0,0,3,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,5,0,1,5,5,6,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,37,0,3,0,1,0
1465,0,1,0,0,0,0,0,0,128,0,15,0,0,0,3,0,0,0,0,0,4,0,0,0,1,0,1,1,7,0,17,0,0,0,12,1,9,3,1,2,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,237,54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,17,0,0,0,18,3,1,1,1,0,7,1,8,0,0,0,2,1,6,0,24,0,0,0,0,0,7,2,0,0,0,0,7,1,0,0,0,0,0,0,9,0,6,0,3,0,0,0,6,0,2,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,1,2,1,2,5,0,1,21,2,8,8,31,4,15,0,4,0,1,0,0,0,0,6,0,1,0,0,0,79,0,116,0,3,0
1466,1,0,0,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,26,0,0,0
1467,0,1,0,0,0,0,0,0,26,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,3,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,6,0,8,0,4,0,0,0,1,1,2,0,11,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,2,0,9,4,9,0,3,0,2,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,44,0,6,0,0,0
1468,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0
1469,0,0,0,0,0,0,0,0,48,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,3,4,0,8,0,0,0,7,0,7,0,1,2,0,0,3,0,0,0,2,2,0,0,0,0,0,0,0,0,133,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,7,0,0,0,5,2,0,0,7,0,2,0,5,0,0,0,0,0,3,0,3,0,0,0,0,0,2,1,0,0,0,1,1,0,2,1,0,0,0,0,7,0,1,0,1,0,0,0,4,0,1,0,3,0,0,0,0,0,1,0,6,0,0,0,0,4,1,0,0,2,2,3,1,2,1,11,2,5,1,21,0,0,0,0,0,0,0,0,3,0,1,0,0,0,86,0,2,0,2,0
1470,0,1,1,0,0,0,0,0,53,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,2,0,0,2,0,0,5,0,0,0,3,0,0,0,0,0,0,0,1,0,104,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,5,0,0,0,5,4,0,3,3,0,0,0,2,0,0,0,0,0,4,0,7,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,10,0,6,0,1,0,0,0,6,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,1,3,6,4,1,7,0,5,1,9,5,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,106,0,7,0,3,0
1471,0,0,0,0,0,0,0,0,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,4,0,14,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,5,0,0,0,0,1,2,0,0,0,14,5,0,2,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,0,2,0
1472,0,3,0,0,0,0,0,0,81,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,9,2,6,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,105,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,3,0,6,0,0,0,14,3,1,2,10,0,1,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0,0,4,0,0,0,0,3,0,0,0,1,5,0,0,2,2,2,1,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,134,0,3,0,4,0
1473,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,4,1,1,0,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,5,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,1,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,12,0,0,0
1474,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,0,0,0
1475,0,0,0,0,0,0,0,0,52,0,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,1,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,27,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,2,1,1,8,0,0,0,0,0,0,0,1,0,5,0,2,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,2,0,8,0,1,0,1,1,0,3,5,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,62,0,4,0,2,0
1476,2,0,0,0,0,0,0,0,71,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,1,1,18,2,4,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,34,148,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,10,1,2,7,0,3,0,6,0,0,0,0,1,0,0,7,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,24,0,14,0,0,2,0,14,1,0,2,0,66,25,2,0,0,4,6,5,0,3,0,0,0,0,0,0,2,0,2,0,1,1,0,0,161,0,14,0,4,0
1477,0,1,0,0,0,0,0,0,52,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,6,4,4,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,42,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,11,5,5,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,1,6,0,1,0,0,1,0,0,0,11,0,2,0,0,4,0,0,2,0,0,0,1,0,0,0,1,0,8,0,6,0,0,0,0,0,1,0,6,0,16,2,1,2,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,35,0,31,0,1,0
1478,0,2,1,0,0,0,0,0,79,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,4,19,5,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,109,67,0,0,0,0,3,0,4,0,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,2,0,1,20,1,2,0,0,1,1,1,0,1,1,0,4,0,0,0,0,0,0,7,0,0,0,2,0,0,0,2,0,0,0,0,7,0,7,0,2,1,0,0,1,0,1,0,3,0,0,0,0,0,10,0,6,0,0,0,0,2,3,0,35,2,48,33,0,3,2,2,1,8,1,14,0,1,0,0,1,0,0,0,2,0,3,7,0,0,213,0,29,0,7,0
1479,0,1,0,0,0,0,0,0,85,0,7,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,1,0,3,2,8,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,117,47,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6,1,0,3,16,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0,0,1,3,0,0,0,2,0,0,0,0,11,0,8,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,9,0,0,0,0,2,2,0,5,0,20,34,0,0,2,5,1,1,1,1,0,1,0,0,0,0,0,0,2,0,1,7,0,0,152,0,23,0,3,0
1480,2,0,0,0,0,0,0,0,52,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,2,4,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,104,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,4,4,3,1,1,0,4,0,0,0,1,0,0,0,3,0,4,0,0,0,0,1,2,3,0,0,1,3,0,0,0,2,0,0,0,0,13,0,5,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,0,5,1,1,16,1,29,27,0,1,1,0,4,1,0,3,0,2,0,0,0,0,0,0,0,0,4,0,0,0,84,0,43,0,3,0
1481,0,0,0,0,0,0,0,0,33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,3,12,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,83,68,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,7,0,0,0,0,7,3,1,6,0,4,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,0,6,0,8,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,11,1,0,0,0,2,2,0,1,1,37,16,0,0,2,2,4,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,102,0,30,0,4,0
1482,0,0,0,0,0,0,0,0,61,0,5,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,2,14,5,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,45,39,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,11,0,1,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,1,6,0,0,0,5,0,0,0,2,0,0,0,0,11,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,1,1,0,10,55,0,0,2,7,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,0,7,1,2,0
1483,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,4,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,6,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,9,11,0,1,2,2,2,1,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,52,0,5,0,0,0
1484,0,0,0,0,0,0,0,0,16,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,3,65,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,1,3,0,0,26,29,0,0,4,2,0,0,17,2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,66,0,9,0,1,0
1485,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,0,0,0
1486,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,6,0,0,0
1487,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,2,5,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,10,8,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
1488,0,0,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,3,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,2,2,2,0,9,8,0,1,1,5,0,1,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,0,3,0,1,0
1489,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,13,10,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,1,2,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,10,2,0,3,3,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0
1490,0,2,1,0,0,0,0,0,21,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,4,4,0,7,0,1,0,0,3,0,3,0,0,0,0,2,0,1,0,0,0,0,25,54,0,0,0,0,0,0,21,0,0,1,0,0,0,2,0,1,7,0,10,0,0,0,0,2,1,2,48,0,0,0,8,0,0,0,0,1,2,0,4,0,0,0,0,3,0,1,0,0,0,17,0,1,0,4,0,0,0,0,3,0,0,0,2,0,0,1,1,0,1,0,3,0,2,0,7,0,0,0,6,0,0,0,0,1,6,0,1,2,31,7,2,1,8,2,4,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,127,0,0,0,7,0
