,aboue_3u,aboue_3v,about_3u,about_3v,although_5u,although_5v,belieue_5u,belieue_5v,but_1u,but_1v,cause_2u,cause_2v,causes_2u,causes_2v,colour_4u,colour_4v,could_2u,could_2v,course_2u,course_2v,court_2u,court_2v,cure_1u,cure_1v,cut_1u,cut_1v,deliuered_4u,deliuered_4v,diuers_2u,diuers_2v,duke_1u,duke_1v,euen_1u,euen_1v,euer_1u,euer_1v,euery_1u,euery_1v,fauour_2u,fauour_2v,fiue_2u,fiue_2v,full_1u,full_1v,further_1u,further_1v,gaue_2u,gaue_2v,giue_2u,giue_2v,giuen_2u,giuen_2v,gouernment_2u,gouernment_2v,ground_3u,ground_3v,haue_2u,haue_2v,hauing_2u,hauing_2v,heauen_3u,heauen_3v,honour_4u,honour_4v,humble_1u,humble_1v,leaue_3u,leaue_3v,leaues_3u,leaues_3v,liue_2u,liue_2v,loue_2u,loue_2v,much_1u,much_1v,must_1u,must_1v,nature_3u,nature_3v,neuer_2u,neuer_2v,ouer_1u,ouer_1v,our_1u,our_1v,oure_1u,oure_1v,out_1u,out_1v,pound_2u,pound_2v,proue_3u,proue_3v,purpose_1u,purpose_1v,put_1u,put_1v,receiue_5u,receiue_5v,receiued_5u,receiued_5v,saue_2u,saue_2v,selues_3u,selues_3v,seruant_3u,seruant_3v,serue_3u,serue_3v,seruice_3u,seruice_3v,seueral_2u,seueral_2v,soule_2u,soule_2v,suche_1u,suche_1v,sum_1u,sum_1v,sure_1u,sure_1v,themselues_7u,themselues_7v,though_3u,though_3v,thought_3u,thought_3v,thus_2u,thus_2v,trouble_3u,trouble_3v,true_2u,true_2v,truly_2u,truly_2v,trust_2u,trust_2v,uertue_0u,uertue_0v,uery_0u,uery_0v,under_0u,under_0v,understand_0u,understand_0v,unto_0u,unto_0v,up_0u,up_0v,upon_0u,upon_0v,uppon_0u,uppon_0v,us_0u,us_0v,use_0u,use_0v,used_0u,used_0v,ut_0u,ut_0v,vertue_4u,vertue_4v,without_5u,without_5v,would_2u,would_2v,young_2u,young_2v,your_2u,your_2v,youre_2u,youre_2v,yours_2u,yours_2v
1738,0,3,15,0,0,0,0,10,18,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,1,0,4,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,6,0,0,0,5,0,0,4,0,2,0,0,0,0,2,0,1,4,0,0,0,7,0,4,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0,6,0,0,0,4,0,4,0,16,0,0,0,0,0,0,0,8,0,1,0,5,0,0,0,0,0
1739,0,3,7,0,0,0,0,0,95,0,3,0,1,0,0,0,1,0,2,0,7,0,0,0,2,0,0,0,0,0,4,0,0,6,0,6,0,3,0,4,0,2,4,0,0,0,0,11,0,3,0,0,0,1,1,0,0,6,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,6,9,0,2,0,3,0,0,2,0,13,10,0,0,0,13,0,0,0,0,1,0,0,3,0,0,2,0,1,0,2,0,0,0,2,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,3,0,0,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,0,14,0,18,0,0,0,2,0,1,0,0,0,1,0,0,0,7,0,1,0,6,0,0,0,0,0,0,0
1740,0,1,14,0,0,0,0,4,20,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,8,0,2,0,0,0,0,0,8,0,2,0,0,1,0,0,0,0,1,0,0,0,3,0,0,4,0,2,0,0,0,0,2,0,6,2,0,0,0,14,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,13,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,15,0,8,0,6,0,0,0,0,0
1742,0,2,27,0,0,0,0,23,45,0,2,0,0,0,0,0,26,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,2,1,0,0,0,0,3,0,12,0,2,0,0,17,0,0,47,0,1,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,1,0,2,0,0,16,0,10,0,0,0,0,20,0,0,0,0,1,1,0,9,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,1,0,3,0,0,0,3,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,1,0,0,0,49,0,30,0,0,0,5,0,1,0,2,0,0,0,0,0,4,0,20,0,6,0,26,0,0,0,0,0
1744,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
1745,0,0,11,0,0,0,0,22,43,0,0,0,0,0,0,0,38,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,5,0,0,0,41,0,0,5,0,0,1,0,2,0,3,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,9,0,16,0,0,0,0,17,0,10,58,0,0,0,17,0,0,0,0,1,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,74,0,60,0,0,0,45,0,1,0,2,0,0,0,0,0,3,0,20,0,0,0,47,0,0,0,1,0
1747,0,3,4,0,0,0,0,11,111,0,1,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,19,0,20,0,3,0,2,5,0,1,0,0,2,0,12,0,2,0,0,1,0,0,117,0,2,0,8,11,0,3,0,0,9,0,0,0,5,0,42,18,0,32,0,1,0,0,25,0,6,11,0,0,0,30,0,1,0,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,12,0,2,0,9,0,0,0,0,0,0,0,0,10,0,0,2,0,0,6,0,8,0,2,0,3,0,3,0,5,0,0,0,0,23,1,0,4,0,0,0,13,0,15,0,0,0,17,0,3,0,2,0,0,0,0,0,9,0,31,0,12,0,105,0,0,0,5,0
1748,0,4,3,0,0,0,0,8,48,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,6,0,12,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,57,0,1,0,0,2,0,0,0,0,3,0,0,0,1,0,6,17,0,18,0,6,0,0,6,0,4,16,0,0,0,11,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,2,0,0,7,0,0,4,0,3,0,3,0,2,0,1,0,0,0,0,0,0,46,0,0,1,0,0,0,10,0,42,0,0,0,27,0,8,0,1,0,0,0,0,0,11,0,21,0,1,0,34,0,0,0,0,0
1750,0,2,8,0,0,0,0,6,59,0,0,0,2,0,1,0,10,0,0,0,2,0,1,0,1,0,0,16,0,0,0,0,0,11,0,12,0,19,0,0,0,0,1,0,0,0,0,10,0,4,0,8,0,3,1,0,0,71,0,3,0,2,2,0,2,0,0,2,0,0,0,4,0,8,20,0,12,0,2,0,0,14,0,5,21,0,0,0,12,0,0,0,0,1,2,0,2,0,0,2,0,3,0,2,0,0,0,2,0,1,0,4,0,1,0,0,0,0,8,0,6,0,0,2,0,0,9,0,3,0,2,0,3,0,0,0,3,0,0,0,0,20,4,0,2,0,0,0,15,0,38,0,0,0,11,0,8,0,1,0,0,0,0,0,1,0,18,0,1,0,62,0,0,0,0,0
1751,0,0,8,0,0,0,0,8,60,0,2,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,1,0,0,2,0,0,0,0,2,0,5,0,4,0,0,0,0,0,79,0,4,0,3,1,0,1,0,0,7,0,0,0,0,0,7,14,0,9,0,1,0,0,14,0,2,7,0,0,0,19,0,0,0,0,0,1,0,9,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,4,0,0,2,6,0,6,0,0,0,1,0,1,0,0,0,1,0,0,0,0,19,1,0,2,0,0,0,9,0,14,0,0,0,3,0,0,0,1,0,0,0,0,0,5,0,32,0,8,0,32,0,0,0,1,0
1752,0,1,48,0,0,0,0,9,95,0,4,0,0,0,1,0,18,0,0,0,3,0,1,0,3,0,0,2,0,0,0,0,0,2,0,10,0,7,0,8,0,1,0,0,2,0,0,9,0,18,0,4,0,0,1,0,0,92,0,5,0,4,5,0,0,0,0,5,0,1,0,11,0,10,16,0,24,0,2,0,0,27,0,8,6,0,0,0,47,0,0,0,0,2,0,0,10,0,0,3,0,3,0,0,0,0,0,1,0,3,0,8,0,5,0,0,0,0,0,0,3,0,0,2,5,0,3,0,5,0,0,0,3,0,2,0,0,0,0,0,0,23,2,0,2,0,1,0,29,0,29,0,0,0,13,0,3,0,6,0,0,0,0,0,12,0,57,0,0,0,83,0,0,0,0,0
1757,0,1,9,0,0,0,0,8,64,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6,0,11,0,0,0,5,0,0,3,0,0,1,0,11,0,3,0,0,1,0,0,82,0,3,0,4,25,0,3,0,0,7,0,0,0,5,0,13,10,0,30,0,1,0,0,19,0,1,9,0,0,0,20,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,8,0,2,0,2,0,0,0,0,0,0,1,0,8,0,0,0,0,0,6,0,3,0,4,0,2,0,1,0,0,0,0,0,0,17,1,0,4,0,0,0,5,0,28,0,0,0,15,0,2,0,1,0,0,0,0,0,13,0,7,0,7,0,98,0,0,0,3,0
1759,0,5,25,0,1,0,0,43,58,0,0,0,0,0,0,0,6,0,2,0,7,0,0,0,2,0,0,11,0,0,0,0,0,0,0,17,0,0,0,0,0,8,0,0,2,0,0,3,0,8,0,5,0,0,0,0,0,84,0,7,0,0,2,0,0,0,0,9,0,0,0,7,0,0,4,0,3,0,2,0,0,15,0,1,5,0,0,0,49,0,0,0,0,5,4,0,14,0,0,3,0,11,0,0,0,0,0,6,0,1,0,0,0,9,0,0,0,0,0,0,15,0,0,1,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,13,0,1,0,0,0,22,0,64,0,0,0,14,0,2,0,7,0,0,0,0,0,3,0,18,0,0,0,54,0,0,0,0,0
850–,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,52,0,0,0,0,0,93,0,0,0,0,0,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950–,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,206,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,2,0,0,0,120,0,0,0,5,0,539,78,0,1,0,0,431,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a. 1,0,0,1,0,0,0,0,0,36,0,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,6,0,4,0,1,0,0,2,0,3,0,0,0,1,4,0,1,0,0,0,0,8,53,0,0,0,0,2,0,13,0,0,0,0,0,0,1,0,3,2,0,0,0,1,0,1,5,0,2,14,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,0,0,2,0,5,0,0,0,3,0,0,0,3,0,1,0,4,0,0,0,4,0,0,0,5,0,0,0,0,4,1,0,0,0,20,1,3,1,1,0,1,0,10,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,116,0,10,0,3,0
a.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
prob,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
–850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
